price,location
31000,sanantonio
31000,sanantonio
1,sanantonio
1,sanantonio
12995,sanantonio
12995,sanantonio
21988,sanantonio
95,sfbay
95,sfbay
100,sfbay
100,sfbay
120,sfbay
120,sfbay
110,sfbay
110,sfbay
250,sfbay
250,sfbay
39000,sfbay
39000,sfbay
250,sfbay
159,sandiego
20500,sandiego
20500,sandiego
24990,sandiego
24990,sandiego
8695,sandiego
8695,sandiego
94900,sandiego
94900,sandiego
2,sandiego
2,sandiego
1500,sandiego
1500,sandiego
9000,sandiego
9000,sandiego
225,sandiego
225,sandiego
599,sandiego
189,losangeles
189,losangeles
189,losangeles
189,losangeles
3500,losangeles
3500,losangeles
8,phoenix
6500,phoenix
6500,phoenix
300,phoenix
300,phoenix
49,phoenix
49,phoenix
22000,phoenix
22000,phoenix
32500,phoenix
32500,phoenix
100,phoenix
100,phoenix
21988,sanantonio
7500,sanantonio
7500,sanantonio
950,sanantonio
950,sanantonio
6500,sanantonio
6500,sanantonio
1307,sanantonio
1307,sanantonio
250,sfbay
7999,sfbay
7999,sfbay
5600,sfbay
5600,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1,sfbay
1200,sfbay
1200,sfbay
350,sfbay
350,sfbay
16000,sfbay
16000,sfbay
599,sandiego
25999,sandiego
25999,sandiego
50,sandiego
50,sandiego
21900,sandiego
21900,sandiego
3800,sandiego
3800,sandiego
159,sandiego
159,sandiego
159,sandiego
159,sandiego
199,sandiego
4500,losangeles
4500,losangeles
30900,losangeles
30900,losangeles
259,losangeles
259,losangeles
189,losangeles
189,losangeles
189,losangeles
199,sandiego
299,sandiego
299,sandiego
159,sandiego
159,sandiego
44950,sandiego
44950,sandiego
28990,sandiego
28990,sandiego
299,sandiego
299,sandiego
129,sandiego
129,sandiego
7995,sandiego
7995,sandiego
129,sandiego
189,losangeles
259,losangeles
259,losangeles
189,losangeles
189,losangeles
189,losangeles
189,losangeles
139,losangeles
139,losangeles
189,losangeles
189,losangeles
189,losangeles
189,losangeles
189,losangeles
189,losangeles
10500,losangeles
10500,losangeles
75,losangeles
75,losangeles
14900,losangeles
997,philadelphia
129,sandiego
399,sandiego
399,sandiego
16990,sandiego
16990,sandiego
8695,sandiego
8695,sandiego
190,sandiego
190,sandiego
2150,sandiego
2150,sandiego
190,sandiego
190,sandiego
159,sandiego
159,sandiego
190,sandiego
190,sandiego
39990,sandiego
39990,sandiego
14900,losangeles
7500,losangeles
7500,losangeles
5000,losangeles
5000,losangeles
185,losangeles
185,losangeles
5,losangeles
5,losangeles
185,losangeles
185,losangeles
69999,losangeles
997,philadelphia
4500,philadelphia
4500,philadelphia
50,philadelphia
50,philadelphia
28900,philadelphia
28900,philadelphia
30,philadelphia
30,philadelphia
54837,philadelphia
54837,philadelphia
875,philadelphia
875,philadelphia
250,philadelphia
250,philadelphia
3899,philadelphia
3899,philadelphia
1,philadelphia
1,philadelphia
100,sandiego
100,sandiego
399,sandiego
399,sandiego
2999,sandiego
2999,sandiego
17990,sandiego
17990,sandiego
69999,losangeles
50,philadelphia
50,philadelphia
3789,philadelphia
3789,philadelphia
3789,philadelphia
3789,philadelphia
7799,philadelphia
7799,philadelphia
1400,philadelphia
1400,philadelphia
22995,philadelphia
22995,philadelphia
8500,philadelphia
8500,philadelphia
12999,philadelphia
12999,philadelphia
12999,philadelphia
12999,philadelphia
34900,sandiego
34900,sandiego
6500,sandiego
6500,sandiego
23990,sandiego
23990,sandiego
25429,sandiego
25429,sandiego
34900,sandiego
34900,sandiego
5990,sandiego
5990,sandiego
44900,sandiego
44900,sandiego
12999,philadelphia
12999,philadelphia
7000,philadelphia
7000,philadelphia
65,philadelphia
65,philadelphia
20,philadelphia
20,philadelphia
7500,philadelphia
7500,philadelphia
49000,philadelphia
49000,philadelphia
54837,philadelphia
54837,philadelphia
350,philadelphia
350,philadelphia
350,philadelphia
350,philadelphia
400,philadelphia
400,philadelphia
19990,sandiego
19990,sandiego
59990,sandiego
59990,sandiego
36000,sandiego
36000,sandiego
28900,sandiego
1095,philadelphia
1095,philadelphia
99,philadelphia
99,philadelphia
43999,philadelphia
43999,philadelphia
5999,philadelphia
5999,philadelphia
36800,philadelphia
36800,philadelphia
39900,philadelphia
39900,philadelphia
40,philadelphia
40,philadelphia
28900,sandiego
190,sandiego
190,sandiego
24990,sandiego
24990,sandiego
190,sandiego
190,sandiego
3800,sandiego
3800,sandiego
38000,sandiego
38000,sandiego
36000,sandiego
36000,sandiego
85,sandiego
85,sandiego
5000,sandiego
5000,sandiego
13900,sandiego
13900,sandiego
8500,philadelphia
8500,philadelphia
73829,philadelphia
73829,philadelphia
19999,philadelphia
19999,philadelphia
167622,philadelphia
167622,philadelphia
37458,philadelphia
37458,philadelphia
36436,philadelphia
36436,philadelphia
38009,philadelphia
1,sandiego
1,sandiego
38009,philadelphia
35646,philadelphia
35646,philadelphia
22995,philadelphia
22995,philadelphia
32202,philadelphia
32202,philadelphia
34851,philadelphia
34851,philadelphia
159744,philadelphia
159744,philadelphia
167398,philadelphia
167398,philadelphia
50246,philadelphia
50246,philadelphia
89191,philadelphia
89191,philadelphia
10151,philadelphia
10151,philadelphia
87315,philadelphia
87315,philadelphia
144120,philadelphia
144120,philadelphia
48037,philadelphia
48037,philadelphia
20500,houston
20500,houston
2695,houston
2695,houston
50,houston
50,houston
100,houston
100,houston
16500,houston
16500,houston
24300,houston
24300,houston
23102,houston
23102,houston
50,houston
50,houston
50,houston
50,houston
50,houston
50,houston
50,houston
50,houston
2772,houston
2772,houston
40000,houston
40000,houston
1,houston
1,houston
150,houston
150,houston
5,houston
5,houston
34668,houston
34668,houston
85000,houston
85000,houston
1,houston
1,houston
7500,houston
7500,houston
50,houston
50,houston
50,houston
50,houston
13999,houston
13999,houston
58999,houston
58999,houston
199,houston
199,houston
199,houston
199,houston
3500,houston
3500,houston
199,houston
199,houston
199,houston
199,houston
199,houston
199,houston
199,houston
199,houston
199,houston
199,houston
60,houston
60,houston
23300,houston
23300,houston
23300,houston
120,sfbay
23300,houston
3995,houston
3995,houston
4195,houston
4195,houston
350,houston
350,houston
16900,houston
16900,houston
10,houston
10,houston
2000,houston
2000,houston
120,sfbay
1500,sfbay
1500,sfbay
10,sfbay
10,sfbay
8500,sfbay
8500,sfbay
25,sfbay
25,sfbay
19800,sfbay
19800,sfbay
199900,sfbay
199900,sfbay
169900,sfbay
169900,sfbay
93888,sfbay
93888,sfbay
149900,sfbay
149900,sfbay
211539,sfbay
211539,sfbay
228123,sfbay
228123,sfbay
76888,sfbay
76888,sfbay
89900,sfbay
89900,sfbay
350,sfbay
350,sfbay
89900,sfbay
89900,sfbay
8999,sfbay
8999,sfbay
11000,sfbay
11000,sfbay
30,sfbay
30,sfbay
75,sfbay
75,sfbay
250,sfbay
250,sfbay
19900,sfbay
19900,sfbay
69900,sfbay
69900,sfbay
19900,sfbay
19900,sfbay
149900,sfbay
149900,sfbay
84900,sfbay
84900,sfbay
39900,sfbay
39900,sfbay
30000,sfbay
30000,sfbay
19900,sfbay
19900,sfbay
99900,sfbay
35,chicago
85,sanantonio
99900,sfbay
59900,sfbay
59900,sfbay
39900,sfbay
39900,sfbay
39900,sfbay
39900,sfbay
64900,sfbay
64900,sfbay
89900,sfbay
89900,sfbay
19900,sfbay
19900,sfbay
75900,sfbay
75900,sfbay
54900,sfbay
54900,sfbay
12500,dallas
35,chicago
3500,chicago
3500,chicago
8,chicago
8,chicago
8,chicago
8,chicago
8,chicago
8,chicago
8,chicago
8,chicago
1200,chicago
1200,chicago
7755,chicago
85,sanantonio
400,sanantonio
400,sanantonio
45,sanantonio
45,sanantonio
16500,sanantonio
16500,sanantonio
10000,sanantonio
10000,sanantonio
47500,sanantonio
47500,sanantonio
17500,sanantonio
17500,sanantonio
15000,sanantonio
15000,sanantonio
45,sanantonio
44900,sfbay
44900,sfbay
69900,sfbay
69900,sfbay
21900,sfbay
21900,sfbay
49900,sfbay
49900,sfbay
59900,sfbay
12500,dallas
35,dallas
35,dallas
45,dallas
45,dallas
1,dallas
1,dallas
69900,dallas
69900,dallas
35,dallas
35,dallas
50,dallas
50,dallas
1,dallas
1,dallas
9000,dallas
9000,dallas
7995,dallas
48037,philadelphia
7755,chicago
6860,chicago
6860,chicago
5598,chicago
5598,chicago
295,chicago
295,chicago
9900,chicago
9900,chicago
600,chicago
600,chicago
15000,chicago
15000,chicago
10,chicago
42900,phoenix
45,sanantonio
10000,sanantonio
10000,sanantonio
400,sanantonio
400,sanantonio
45,sanantonio
45,sanantonio
32000,sanantonio
32000,sanantonio
325,sanantonio
325,sanantonio
50,sanantonio
50,sanantonio
1,sanantonio
1,sanantonio
59900,sfbay
2000,sfbay
2000,sfbay
29900,sfbay
29900,sfbay
69900,sfbay
69900,sfbay
129900,sfbay
129900,sfbay
9000,sfbay
9000,sfbay
49500,sfbay
49500,sfbay
13900,sfbay
13900,sfbay
9900,sfbay
9900,sfbay
13900,sfbay
13900,sfbay
7990,sfbay
185,losangeles
7995,dallas
12000,dallas
12000,dallas
2500,dallas
2500,dallas
1,dallas
1,dallas
21000,dallas
21000,dallas
50,dallas
50,dallas
50,dallas
50,dallas
45,dallas
45,dallas
45,dallas
45,dallas
2500,dallas
2500,dallas
48037,philadelphia
49191,philadelphia
49191,philadelphia
133830,philadelphia
133830,philadelphia
10,chicago
9300,chicago
9300,chicago
2800,chicago
2800,chicago
5900,chicago
5900,chicago
99000,chicago
99000,chicago
20,chicago
20,chicago
51643,chicago
51643,chicago
1099,chicago
1099,chicago
5400,chicago
5400,chicago
4995,chicago
4995,chicago
42900,phoenix
69998,phoenix
69998,phoenix
68751,phoenix
68751,phoenix
220,phoenix
220,phoenix
1,phoenix
1,phoenix
100,phoenix
100,phoenix
33900,phoenix
33900,phoenix
1050,sanantonio
1050,sanantonio
7990,sfbay
18900,sfbay
18900,sfbay
19900,sfbay
19900,sfbay
24900,sfbay
24900,sfbay
29900,sfbay
29900,sfbay
30900,sfbay
30900,sfbay
15900,sfbay
15900,sfbay
8999,sfbay
8999,sfbay
150,sfbay
185,losangeles
185,losangeles
185,losangeles
19999,losangeles
19999,losangeles
66999,losangeles
66999,losangeles
19999,losangeles
19999,losangeles
23999,losangeles
23999,losangeles
23499,losangeles
23499,losangeles
23440,losangeles
23440,losangeles
25375,losangeles
25375,losangeles
63999,losangeles
63999,losangeles
37999,losangeles
150,dallas
150,dallas
200,dallas
200,dallas
45,dallas
45,dallas
100,dallas
100,dallas
18500,dallas
18500,dallas
85,dallas
85,dallas
2500,dallas
2500,dallas
10500,dallas
10500,dallas
100,dallas
100,dallas
36,dallas
36,dallas
106199,philadelphia
106199,philadelphia
27473,philadelphia
27473,philadelphia
10151,philadelphia
10151,philadelphia
32528,philadelphia
32528,philadelphia
24975,philadelphia
24975,philadelphia
19798,philadelphia
19798,philadelphia
22536,philadelphia
22536,philadelphia
36914,philadelphia
110,chicago
110,chicago
600,chicago
600,chicago
1399,chicago
1399,chicago
16900,chicago
16900,chicago
1,chicago
1,chicago
1199,chicago
1199,chicago
17533,chicago
17533,chicago
16988,chicago
16988,chicago
16000,chicago
16000,chicago
8000,chicago
8000,chicago
14400,phoenix
14400,phoenix
488,phoenix
488,phoenix
500,phoenix
500,phoenix
200,phoenix
200,phoenix
2398,phoenix
2398,phoenix
60,phoenix
60,phoenix
150,sfbay
17999,sfbay
17999,sfbay
21499,sfbay
21499,sfbay
13499,sfbay
13499,sfbay
28011,sfbay
28011,sfbay
6500,sfbay
6500,sfbay
1,sfbay
1,sfbay
7000,sfbay
7000,sfbay
70500,sfbay
70500,sfbay
2021,sfbay
2021,sfbay
5000,sandiego
37999,losangeles
8000,losangeles
8000,losangeles
19999,losangeles
19999,losangeles
13999,losangeles
13999,losangeles
64999,losangeles
64999,losangeles
8000,losangeles
8000,losangeles
48999,losangeles
48999,losangeles
16999,losangeles
16999,losangeles
50,losangeles
50,losangeles
13999,losangeles
18995,dallas
18995,dallas
1,dallas
1,dallas
310,dallas
310,dallas
60,dallas
60,dallas
4000,dallas
4000,dallas
9500,dallas
9500,dallas
36914,philadelphia
24258,philadelphia
24258,philadelphia
22837,philadelphia
22837,philadelphia
56624,philadelphia
56624,philadelphia
9999,philadelphia
9999,philadelphia
117743,philadelphia
117743,philadelphia
144297,philadelphia
144297,philadelphia
20,chicago
20,chicago
130,chicago
130,chicago
60,chicago
60,chicago
30000,chicago
300,phoenix
300,phoenix
80,phoenix
80,phoenix
99,phoenix
99,phoenix
60,phoenix
60,phoenix
184998,phoenix
184998,phoenix
89998,phoenix
89998,phoenix
1,phoenix
1,phoenix
300,phoenix
300,phoenix
15,phoenix
200,sfbay
200,sfbay
15000,sfbay
15000,sfbay
35000,sfbay
35000,sfbay
1699,sfbay
1699,sfbay
60000,sfbay
60000,sfbay
1300,sfbay
1300,sfbay
18500,sfbay
18500,sfbay
16900,sfbay
16900,sfbay
3500,sfbay
3500,sfbay
5000,sandiego
26990,sandiego
26990,sandiego
24990,sandiego
24990,sandiego
5,sandiego
5,sandiego
26990,sandiego
26990,sandiego
59,sandiego
59,sandiego
11990,sandiego
11990,sandiego
125,sandiego
13999,losangeles
12999,losangeles
12999,losangeles
24446,losangeles
24446,losangeles
35,losangeles
35,losangeles
20,losangeles
20,losangeles
8999,losangeles
8999,losangeles
375,losangeles
375,losangeles
15980,losangeles
15980,losangeles
49999,losangeles
49999,losangeles
49999,losangeles
49999,losangeles
32226,philadelphia
32226,philadelphia
114214,philadelphia
114214,philadelphia
38734,philadelphia
38734,philadelphia
96070,philadelphia
96070,philadelphia
142181,philadelphia
142181,philadelphia
25105,philadelphia
25105,philadelphia
13999,philadelphia
13999,philadelphia
11999,philadelphia
11999,philadelphia
66999,philadelphia
30000,chicago
500,chicago
500,chicago
300,chicago
300,chicago
17000,chicago
17000,chicago
17000,chicago
17000,chicago
250,chicago
250,chicago
10,chicago
10,chicago
9,chicago
9,chicago
29000,chicago
29000,chicago
15,phoenix
13999,phoenix
13999,phoenix
5,phoenix
5,phoenix
2800,phoenix
2800,phoenix
1,phoenix
1,phoenix
55900,phoenix
55900,phoenix
14995,phoenix
14995,phoenix
1200,phoenix
1200,phoenix
139,phoenix
139,phoenix
19998,phoenix
19998,phoenix
75,phoenix
3500,sfbay
3500,sfbay
25900,sfbay
25900,sfbay
699,sfbay
699,sfbay
109900,sfbay
109900,sfbay
64900,sfbay
64900,sfbay
125,sandiego
10,sandiego
10,sandiego
10000,sandiego
10000,sandiego
1495,sandiego
1495,sandiego
10,sandiego
10,sandiego
29990,sandiego
50,losangeles
50,losangeles
6500,losangeles
6500,losangeles
33000,losangeles
33000,losangeles
33000,losangeles
33000,losangeles
10000,losangeles
10000,losangeles
47999,losangeles
47999,losangeles
48999,losangeles
48999,losangeles
50999,losangeles
50999,losangeles
300,losangeles
300,losangeles
44500,losangeles
66999,philadelphia
39999,philadelphia
39999,philadelphia
15999,philadelphia
15999,philadelphia
8999,philadelphia
8999,philadelphia
12999,philadelphia
12999,philadelphia
19999,philadelphia
19999,philadelphia
9999,philadelphia
9999,philadelphia
20999,philadelphia
20999,philadelphia
69999,philadelphia
159900,chicago
159900,chicago
5950,chicago
5950,chicago
1250,chicago
1250,chicago
5000,chicago
5000,chicago
10000,chicago
10000,chicago
9,chicago
9,chicago
6450,chicago
6450,chicago
6599,chicago
6599,chicago
4995,chicago
4995,chicago
5495,chicago
5495,chicago
75,phoenix
149998,phoenix
149998,phoenix
169998,phoenix
169998,phoenix
29990,sandiego
11990,sandiego
11990,sandiego
11900,sandiego
11900,sandiego
9000,sandiego
9000,sandiego
31990,sandiego
31990,sandiego
300,sandiego
300,sandiego
29990,sandiego
29990,sandiego
19990,sandiego
19990,sandiego
2700,sandiego
2700,sandiego
100,sandiego
100,sandiego
2000,sandiego
44500,losangeles
8000,losangeles
8000,losangeles
38500,losangeles
38500,losangeles
21,losangeles
21,losangeles
1000,losangeles
1000,losangeles
800,losangeles
800,losangeles
10500,losangeles
10500,losangeles
69999,philadelphia
28502,philadelphia
28502,philadelphia
7999,philadelphia
7999,philadelphia
7999,philadelphia
7999,philadelphia
9999,philadelphia
9999,philadelphia
82999,philadelphia
82999,philadelphia
74995,philadelphia
74995,philadelphia
17999,philadelphia
17999,philadelphia
19999,philadelphia
19999,philadelphia
7999,philadelphia
7999,philadelphia
2399,chicago
2399,chicago
10500,chicago
10500,chicago
50,chicago
50,chicago
3995,chicago
3995,chicago
3595,chicago
3595,chicago
1450,chicago
1450,chicago
4595,chicago
2525,phoenix
2525,phoenix
495,phoenix
495,phoenix
1,phoenix
1,phoenix
40,phoenix
40,phoenix
62843,phoenix
62843,phoenix
400,phoenix
2000,sandiego
15,sandiego
15,sandiego
1500,sandiego
1500,sandiego
74990,sandiego
74990,sandiego
8500,sandiego
8500,sandiego
4500,sandiego
4500,sandiego
59990,sandiego
59990,sandiego
95,sandiego
95,sandiego
28990,sandiego
28990,sandiego
1,sandiego
1,sandiego
15,losangeles
15,losangeles
8500,losangeles
8500,losangeles
5000,losangeles
5000,losangeles
20900,losangeles
20900,losangeles
21900,losangeles
11999,philadelphia
11999,philadelphia
74999,philadelphia
74999,philadelphia
21999,philadelphia
21999,philadelphia
82999,philadelphia
82999,philadelphia
4595,chicago
400,phoenix
100,phoenix
100,phoenix
75,phoenix
75,phoenix
1,phoenix
1,phoenix
100,phoenix
100,phoenix
1,phoenix
1,phoenix
100,phoenix
100,phoenix
49995,phoenix
49995,phoenix
6999,phoenix
6999,phoenix
7500,phoenix
7500,phoenix
149,phoenix
1,sandiego
1,sandiego
5000,sandiego
5000,sandiego
24990,sandiego
24990,sandiego
100,sandiego
100,sandiego
15995,sandiego
15995,sandiego
1500,sandiego
1500,sandiego
18990,sandiego
18990,sandiego
5995,sandiego
5995,sandiego
26795,sandiego
26795,sandiego
15000,sandiego
15000,sandiego
21900,losangeles
18500,losangeles
18500,losangeles
215,losangeles
215,losangeles
9500,losangeles
9500,losangeles
84995,losangeles
84995,losangeles
79995,losangeles
79995,losangeles
89995,losangeles
89995,losangeles
2499,philadelphia
2499,philadelphia
4999,philadelphia
4999,philadelphia
4999,philadelphia
149,phoenix
7500,phoenix
7500,phoenix
149,phoenix
149,phoenix
59900,phoenix
59900,phoenix
400,phoenix
400,phoenix
100,phoenix
100,phoenix
100,phoenix
100,phoenix
75,phoenix
75,phoenix
239,phoenix
239,phoenix
59910,phoenix
59910,phoenix
150,sandiego
150,sandiego
598,sandiego
598,sandiego
75,sandiego
75,sandiego
8500,sandiego
8500,sandiego
2000,sandiego
2000,sandiego
57000,sandiego
57000,sandiego
8500,sandiego
8500,sandiego
8995,sandiego
8995,sandiego
8195,sandiego
8195,sandiego
6695,sandiego
6695,sandiego
84995,losangeles
84995,losangeles
300,losangeles
300,losangeles
95,losangeles
95,losangeles
74000,losangeles
74000,losangeles
21500,losangeles
21500,losangeles
85,losangeles
85,losangeles
8500,losangeles
8500,losangeles
3289,losangeles
3289,losangeles
30,losangeles
30,losangeles
400,losangeles
400,losangeles
4999,philadelphia
5999,philadelphia
5999,philadelphia
39999,philadelphia
39999,philadelphia
7999,philadelphia
24900,phoenix
24900,phoenix
33900,phoenix
33900,phoenix
29900,phoenix
29900,phoenix
87900,phoenix
87900,phoenix
80,phoenix
80,phoenix
5995,sandiego
5995,sandiego
62900,sandiego
62900,sandiego
4900,sandiego
4900,sandiego
6495,sandiego
6495,sandiego
25,sandiego
25,sandiego
26000,sandiego
26000,sandiego
47900,sandiego
47900,sandiego
39000,sandiego
39000,sandiego
19995,sandiego
19995,sandiego
150,losangeles
150,losangeles
13835,losangeles
13835,losangeles
55,losangeles
55,losangeles
75,losangeles
75,losangeles
4950,losangeles
4950,losangeles
59999,losangeles
59999,losangeles
64999,losangeles
64999,losangeles
16999,losangeles
16999,losangeles
12999,losangeles
12999,losangeles
18000,losangeles
7999,philadelphia
14536,philadelphia
14536,philadelphia
17144,philadelphia
17144,philadelphia
19999,philadelphia
19999,philadelphia
24303,philadelphia
24303,philadelphia
25569,philadelphia
25569,philadelphia
28121,philadelphia
9995,sandiego
9995,sandiego
1000,sandiego
1000,sandiego
21900,sandiego
21900,sandiego
18900,sandiego
18900,sandiego
25900,sandiego
25900,sandiego
50,sandiego
50,sandiego
1000,sandiego
1000,sandiego
153850,sandiego
153850,sandiego
7795,sandiego
7795,sandiego
23900,sandiego
23900,sandiego
18000,losangeles
13999,losangeles
13999,losangeles
200,losangeles
200,losangeles
975,losangeles
28121,philadelphia
9999,philadelphia
9999,philadelphia
13999,philadelphia
13999,philadelphia
49999,philadelphia
49999,philadelphia
23051,philadelphia
23051,philadelphia
128775,philadelphia
128775,philadelphia
36987,philadelphia
36987,philadelphia
118184,philadelphia
118184,philadelphia
23051,philadelphia
23051,philadelphia
15376,philadelphia
15376,philadelphia
30000,sandiego
30000,sandiego
7995,sandiego
7995,sandiego
899,sandiego
899,sandiego
500,sandiego
500,sandiego
11800,sandiego
11800,sandiego
180,sandiego
180,sandiego
40,sandiego
975,losangeles
37999,losangeles
37999,losangeles
500,losangeles
500,losangeles
115,losangeles
115,losangeles
23440,losangeles
23440,losangeles
40,sandiego
180,sandiego
180,sandiego
50,sandiego
50,sandiego
8195,sandiego
8195,sandiego
150,sandiego
150,sandiego
10000,sandiego
10000,sandiego
8995,sandiego
8995,sandiego
8995,sandiego
8995,sandiego
7995,sandiego
7995,sandiego
19995,sandiego
19995,sandiego
10,sandiego
10,sandiego
14495,houston
14495,houston
15995,houston
15995,houston
10000,houston
10000,houston
16500,houston
16500,houston
9000,houston
9000,houston
79995,houston
79995,houston
1895,houston
1895,houston
1895,houston
1895,houston
1895,houston
1895,houston
4000,houston
4000,houston
10000,houston
10000,houston
10000,houston
10000,houston
17000,houston
17000,houston
50,houston
50,houston
8700,houston
8700,houston
1999,houston
1999,houston
4500,houston
4500,houston
14500,houston
14500,houston
3500,houston
3500,houston
2500,houston
2500,houston
12000,houston
12000,houston
23995,houston
23995,houston
500,houston
500,houston
50,houston
50,houston
100,houston
100,houston
21000,houston
21000,houston
5875,houston
5875,houston
17000,houston
17000,houston
10500,houston
10500,houston
14500,houston
14500,houston
85000,houston
85000,houston
4,houston
4,houston
17000,houston
17000,houston
350,houston
350,houston
7500,houston
7500,houston
150,houston
150,houston
9985,houston
9985,houston
17000,houston
17000,houston
8500,houston
8500,houston
27000,houston
27000,houston
400,houston
400,houston
8500,houston
8500,houston
17890,houston
17890,houston
150,houston
150,houston
1000,houston
1000,houston
9000,houston
9000,houston
20000,houston
20000,houston
14000,houston
14000,houston
87900,sfbay
87900,sfbay
79900,sfbay
79900,sfbay
54900,sfbay
54900,sfbay
22900,sfbay
22900,sfbay
22900,sfbay
22900,sfbay
35900,sfbay
35900,sfbay
34900,sfbay
34900,sfbay
74900,sfbay
74900,sfbay
23900,sfbay
23900,sfbay
24900,sfbay
24900,sfbay
21900,sfbay
21900,sfbay
54900,sfbay
54900,sfbay
26400,sfbay
26400,sfbay
9200,sfbay
9200,sfbay
27000,sfbay
27000,sfbay
14900,sfbay
14900,sfbay
16900,sfbay
16900,sfbay
23900,sfbay
23900,sfbay
40,sfbay
40,sfbay
21500,sfbay
21500,sfbay
59900,sfbay
59900,sfbay
12000,sfbay
12000,sfbay
99900,sfbay
99900,sfbay
28999,sfbay
28999,sfbay
36999,sfbay
36999,sfbay
59900,sfbay
59900,sfbay
1500,sfbay
1500,sfbay
150,sfbay
150,sfbay
21900,sfbay
21900,sfbay
96900,sfbay
96900,sfbay
15900,sfbay
15900,sfbay
180,sfbay
180,sfbay
28900,sfbay
28900,sfbay
65900,sfbay
65900,sfbay
99819,sfbay
99819,sfbay
18900,sfbay
18900,sfbay
127407,sfbay
127407,sfbay
25900,sfbay
25900,sfbay
4600,sfbay
4600,sfbay
6000,sfbay
6000,sfbay
16500,sfbay
16500,sfbay
11500,sanantonio
11500,sfbay
11500,sfbay
13500,sfbay
13500,sfbay
29000,sfbay
29000,sfbay
10000,sfbay
10000,sfbay
28000,sfbay
28000,sfbay
22000,sfbay
22000,sfbay
11500,sfbay
11500,sfbay
140,sfbay
140,sfbay
11500,sanantonio
799,sanantonio
799,sanantonio
40,sanantonio
40,sanantonio
15499,sanantonio
15499,sanantonio
16499,sanantonio
16499,sanantonio
17999,sanantonio
17999,sanantonio
20720,sanantonio
20720,sanantonio
18477,sanantonio
18477,sanantonio
18999,sanantonio
18999,sanantonio
800,sfbay
800,sfbay
17900,sfbay
17900,sfbay
73950,sfbay
25364,sanantonio
25364,sanantonio
25512,sanantonio
25512,sanantonio
21455,sanantonio
21455,sanantonio
18999,sanantonio
18999,sanantonio
14000,sanantonio
14000,sanantonio
250,sanantonio
250,sanantonio
150,sanantonio
150,sanantonio
25364,sanantonio
25364,sanantonio
26227,sanantonio
73950,sfbay
6000,sfbay
6000,sfbay
52995,sfbay
52995,sfbay
89995,sfbay
89995,sfbay
35995,sfbay
35995,sfbay
16,sfbay
16,sfbay
1,sfbay
1,sfbay
26227,sanantonio
23500,sanantonio
23500,sanantonio
1,sanantonio
125,sfbay
125,sfbay
3700,sfbay
3700,sfbay
25000,sfbay
25000,sfbay
250,sfbay
250,sfbay
180,sfbay
180,sfbay
180,sfbay
180,sfbay
1200,sfbay
1200,sfbay
1300,sfbay
1300,sfbay
135,sfbay
1,sanantonio
1,sanantonio
1,sanantonio
350,sanantonio
350,sanantonio
12500,sanantonio
12500,sanantonio
36000,sanantonio
36000,sanantonio
777,sanantonio
777,sanantonio
210,sanantonio
210,sanantonio
1,sanantonio
1,sanantonio
1,sanantonio
1,sanantonio
1,sanantonio
1,sanantonio
135,sfbay
200,sfbay
200,sfbay
125,sfbay
125,sfbay
139990,sfbay
139990,sfbay
54900,sfbay
54900,sfbay
598,sfbay
598,sfbay
22950,sfbay
22950,sfbay
1,sfbay
1,sfbay
1,sanantonio
1,sanantonio
17999,sanantonio
17999,sanantonio
16999,sanantonio
16999,sanantonio
23465,sanantonio
23465,sanantonio
7500,sanantonio
7500,sanantonio
599000,sanantonio
599000,sanantonio
39995,sanantonio
39995,sanantonio
22950,sfbay
22950,sfbay
155,sfbay
155,sfbay
22950,sfbay
22950,sfbay
85,sfbay
85,sfbay
140,sfbay
140,sfbay
500,sfbay
500,sfbay
21500,sfbay
21500,sfbay
1,sfbay
1,sfbay
65,sfbay
65,sfbay
6000,sfbay
6000,sfbay
45777,dallas
45777,dallas
45777,dallas
45777,dallas
45777,dallas
45777,dallas
49995,dallas
49995,dallas
46995,dallas
46995,dallas
19995,dallas
19995,dallas
24777,dallas
24777,dallas
44910,dallas
44910,dallas
150,dallas
150,dallas
17777,dallas
17777,dallas
10777,dallas
10777,dallas
21995,dallas
21995,dallas
48910,dallas
48910,dallas
42995,dallas
42995,dallas
19495,dallas
19495,dallas
48910,dallas
48910,dallas
45910,dallas
45910,dallas
25995,dallas
25995,dallas
39995,dallas
39995,dallas
17000,dallas
17000,dallas
24995,dallas
24995,dallas
20777,dallas
20777,dallas
10477,dallas
10477,dallas
17495,dallas
17495,dallas
29000,dallas
29000,dallas
34000,dallas
34000,dallas
20,dallas
20,dallas
8000,dallas
8000,dallas
250,dallas
250,dallas
12950,dallas
12950,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
375,dallas
12500,dallas
12500,dallas
3750,dallas
3750,dallas
50,dallas
2595,chicago
50,dallas
2000,dallas
2000,dallas
5500,dallas
5500,dallas
89995,dallas
89995,dallas
2595,chicago
3995,chicago
3995,chicago
500,chicago
500,chicago
15,chicago
15,chicago
3499,chicago
3499,chicago
4195,chicago
4195,chicago
2495,chicago
2495,chicago
1495,chicago
1495,chicago
995,chicago
84995,dallas
84995,dallas
